,resid_wc,NUE
0,0.05,0.08954722222222222
1,0.06,0.08954722222222222
2,0.06,0.08954722222222222
3,0.06,0.08954722222222222
4,0.07,0.08954722222222222
5,0.07,0.08954722222222222
6,0.08,0.08954722222222222
7,0.08,0.08954722222222222
8,0.09,0.08954722222222222
9,0.09,0.08954722222222222
