,h_conductivity,NUE
0,1.0,0.08954722222222222
1,3.0,0.08954722222222222
2,5.0,0.08954722222222222
3,7.0,0.08954722222222222
4,9.0,0.08954722222222222
5,11.0,0.08954722222222222
6,13.0,0.08954722222222222
7,15.0,0.08954722222222222
8,17.0,0.08954722222222222
9,19.0,0.08954722222222222
