,n_empiric,NUE
0,1.89,0.08954722222222222
1,1.97,0.08954722222222222
2,2.05,0.08954722222222222
3,2.13,0.08954722222222222
4,2.21,0.08954722222222222
5,2.28,0.08954722222222222
6,2.36,0.08954722222222222
7,2.44,0.08954722222222222
8,2.52,0.08954722222222222
9,2.6,0.08954722222222222
