,sat_wc,NUE
0,0.2,0.037693333333333336
1,0.22,0.040453333333333334
2,0.24,0.04267833333333333
3,0.26,0.045245
4,0.28,0.0472
5,0.3,0.048806666666666665
6,0.32,0.05105833333333334
7,0.34,0.05264833333333333
8,0.36,0.05441833333333334
9,0.38,0.05561833333333334
