,leaching_fraction,NUE
0,0.8,0.08954722222222222
1,0.84,0.08954722222222222
2,0.88,0.08954722222222222
3,0.92,0.08954722222222222
4,0.96,0.08954722222222222
5,1.0,0.08954722222222222
6,1.04,0.08954722222222222
7,1.08,0.08954722222222222
8,1.12,0.08954722222222222
9,1.16,0.08954722222222222
