,root_depth,NUE
0,10.0,0.042464999999999996
1,12.0,0.04449
2,14.0,0.04584666666666667
3,16.0,0.04666666666666667
4,18.0,0.047939999999999997
5,20.0,0.048806666666666665
6,22.0,0.05001666666666667
7,24.0,0.05100166666666667
8,26.0,0.052135
9,28.0,0.05337833333333333
