,alpha,NUE
0,0.08,0.08954722222222222
1,0.08,0.08954722222222222
2,0.09,0.08954722222222222
3,0.09,0.08954722222222222
4,0.1,0.08954722222222222
5,0.11,0.08954722222222222
6,0.11,0.08954722222222222
7,0.12,0.08954722222222222
8,0.13,0.08954722222222222
9,0.13,0.08954722222222222
