 ******* Program HYDRUS
 ******* Fertilization optimization                                              
 Date: ***.**.    Time: ***:**:**
 Units: L = mm   , T = hours, M = M    


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

  40   -39.0000     -37.068 0.1982   0.3139E-01  0.2007E-02 -0.1159E-02  0.0000E+00      -1  -0.386E-03   20.00  0.2125E+01  0.0000E+00
  41   -40.0000     -36.101 0.2004   0.3416E-01  0.2075E-02 -0.1019E-02  0.0000E+00      -1  -0.340E-03   20.00  0.1880E+01  0.0000E+00
  42   -41.0000     -35.128 0.2025   0.3695E-01  0.2144E-02 -0.8916E-03  0.0000E+00      -1  -0.297E-03   20.00  0.1639E+01  0.0000E+00
  43   -42.0000     -34.149 0.2047   0.3976E-01  0.2212E-02 -0.7728E-03  0.0000E+00      -1  -0.258E-03   20.00  0.1408E+01  0.0000E+00
  44   -43.0000     -33.167 0.2069   0.4258E-01  0.2281E-02 -0.6609E-03  0.0000E+00      -1  -0.220E-03   20.00  0.1193E+01  0.0000E+00
  45   -44.0000     -32.180 0.2091   0.4540E-01  0.2350E-02 -0.5542E-03  0.0000E+00      -1  -0.185E-03   20.00  0.1001E+01  0.0000E+00
  46   -45.0000     -31.191 0.2113   0.4824E-01  0.2420E-02 -0.4514E-03  0.0000E+00      -1  -0.150E-03   20.00  0.8328E+00  0.0000E+00
  47   -46.0000     -30.199 0.2135   0.5108E-01  0.2489E-02 -0.3513E-03  0.0000E+00      -1  -0.117E-03   20.00  0.6938E+00  0.0000E+00
  48   -47.0000     -29.205 0.2161   0.5580E-01  0.2574E-02 -0.2412E-03  0.0000E+00      -1  -0.804E-04   20.00  0.5868E+00  0.0000E+00
  49   -48.0000     -28.208 0.2189   0.6160E-01  0.2667E-02 -0.1203E-03  0.0000E+00      -1  -0.401E-04   20.00  0.5211E+00  0.0000E+00
  50   -49.0000     -27.209 0.2217   0.6741E-01  0.2761E-02 -0.6004E-04  0.0000E+00      -1  -0.200E-04   20.00  0.5211E+00  0.0000E+00
end


 Time:       13.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -77.781 0.1480   0.4499E-02  0.7726E-03  0.2416E-01  0.1633E-02      -1   0.805E-02   20.00  0.1785E+02  0.0000E+00
   2    -1.0000     -72.400 0.1524   0.5598E-02  0.8593E-03  0.2020E-01  0.1547E-02      -1   0.673E-02   20.00  0.1606E+02  0.0000E+00
   3    -2.0000     -68.416 0.1562   0.6660E-02  0.9366E-03  0.1663E-01  0.1461E-02      -1   0.554E-02   20.00  0.1423E+02  0.0000E+00
   4    -3.0000     -65.302 0.1591   0.7493E-02  0.9972E-03  0.1348E-01  0.1375E-02      -1   0.449E-02   20.00  0.1240E+02  0.0000E+00
   5    -4.0000     -62.768 0.1615   0.8166E-02  0.1046E-02  0.1051E-01  0.1289E-02      -1   0.350E-02   20.00  0.1059E+02  0.0000E+00
   6    -5.0000     -60.700 0.1634   0.8713E-02  0.1086E-02  0.7451E-02  0.1203E-02      -1   0.248E-02   20.00  0.8887E+01  0.0000E+00
   7    -6.0000     -59.052 0.1653   0.9453E-02  0.1128E-02  0.4438E-02  0.1117E-02      -1   0.148E-02   20.00  0.7383E+01  0.0000E+00
   8    -7.0000     -57.749 0.1669   0.1024E-01  0.1169E-02  0.1737E-02  0.1032E-02      -1   0.579E-03   20.00  0.6170E+01  0.0000E+00
   9    -8.0000     -56.703 0.1683   0.1088E-01  0.1202E-02 -0.5956E-03  0.9456E-03      -1  -0.199E-03   20.00  0.5159E+01  0.0000E+00
  10    -9.0000     -55.853 0.1694   0.1140E-01  0.1229E-02 -0.2599E-02  0.8596E-03      -1  -0.866E-03   20.00  0.4259E+01  0.0000E+00
  11   -10.0000     -55.157 0.1703   0.1182E-01  0.1250E-02 -0.4297E-02  0.7737E-03      -1  -0.143E-02   20.00  0.3452E+01  0.0000E+00
  12   -11.0000     -54.579 0.1710   0.1218E-01  0.1269E-02 -0.5703E-02  0.6877E-03      -1  -0.190E-02   20.00  0.2713E+01  0.0000E+00
  13   -12.0000     -54.093 0.1716   0.1248E-01  0.1284E-02 -0.6832E-02  0.6017E-03      -1  -0.228E-02   20.00  0.2061E+01  0.0000E+00
  14   -13.0000     -53.675 0.1722   0.1274E-01  0.1298E-02 -0.7698E-02  0.5158E-03      -1  -0.257E-02   20.00  0.1515E+01  0.0000E+00
  15   -14.0000     -53.302 0.1727   0.1297E-01  0.1310E-02 -0.8318E-02  0.4298E-03      -1  -0.277E-02   20.00  0.1089E+01  0.0000E+00
  16   -15.0000     -52.958 0.1731   0.1318E-01  0.1321E-02 -0.8716E-02  0.3438E-03      -1  -0.291E-02   20.00  0.7954E+00  0.0000E+00
  17   -16.0000     -52.625 0.1735   0.1339E-01  0.1331E-02 -0.8919E-02  0.2579E-03      -1  -0.297E-02   20.00  0.6364E+00  0.0000E+00
  18   -17.0000     -52.290 0.1740   0.1360E-01  0.1342E-02 -0.8958E-02  0.1719E-03      -1  -0.299E-02   20.00  0.6102E+00  0.0000E+00
  19   -18.0000     -51.942 0.1744   0.1381E-01  0.1353E-02 -0.8870E-02  0.8596E-04      -1  -0.296E-02   20.00  0.7060E+00  0.0000E+00
  20   -19.0000     -51.574 0.1749   0.1403E-01  0.1365E-02 -0.8691E-02  0.0000E+00      -1  -0.290E-02   20.00  0.8973E+00  0.0000E+00
  21   -20.0000     -51.181 0.1754   0.1427E-01  0.1377E-02 -0.8418E-02  0.0000E+00      -1  -0.281E-02   20.00  0.1143E+01  0.0000E+00
  22   -21.0000     -50.754 0.1759   0.1453E-01  0.1390E-02 -0.8043E-02  0.0000E+00      -1  -0.268E-02   20.00  0.1414E+01  0.0000E+00
  23   -22.0000     -50.288 0.1765   0.1481E-01  0.1404E-02 -0.7601E-02  0.0000E+00      -1  -0.253E-02   20.00  0.1691E+01  0.0000E+00
  24   -23.0000     -49.780 0.1772   0.1511E-01  0.1420E-02 -0.7121E-02  0.0000E+00      -1  -0.237E-02   20.00  0.1962E+01  0.0000E+00
  25   -24.0000     -49.230 0.1779   0.1544E-01  0.1437E-02 -0.6627E-02  0.0000E+00      -1  -0.221E-02   20.00  0.2224E+01  0.0000E+00
  26   -25.0000     -48.639 0.1786   0.1580E-01  0.1455E-02 -0.6141E-02  0.0000E+00      -1  -0.205E-02   20.00  0.2472E+01  0.0000E+00
  27   -26.0000     -48.008 0.1794   0.1617E-01  0.1475E-02 -0.5676E-02  0.0000E+00      -1  -0.189E-02   20.00  0.2700E+01  0.0000E+00
  28   -27.0000     -47.340 0.1803   0.1671E-01  0.1499E-02 -0.5202E-02  0.0000E+00      -1  -0.173E-02   20.00  0.2902E+01  0.0000E+00
  29   -28.0000     -46.628 0.1816   0.1766E-01  0.1533E-02 -0.4697E-02  0.0000E+00      -1  -0.157E-02   20.00  0.3070E+01  0.0000E+00
  30   -29.0000     -45.872 0.1828   0.1868E-01  0.1569E-02 -0.4207E-02  0.0000E+00      -1  -0.140E-02   20.00  0.3201E+01  0.0000E+00
  31   -30.0000     -45.079 0.1842   0.1974E-01  0.1608E-02 -0.3763E-02  0.0000E+00      -1  -0.125E-02   20.00  0.3287E+01  0.0000E+00
  32   -31.0000     -44.254 0.1856   0.2085E-01  0.1647E-02 -0.3367E-02  0.0000E+00      -1  -0.112E-02   20.00  0.3324E+01  0.0000E+00
  33   -32.0000     -43.403 0.1871   0.2199E-01  0.1689E-02 -0.3015E-02  0.0000E+00      -1  -0.100E-02   20.00  0.3312E+01  0.0000E+00
  34   -33.0000     -42.529 0.1886   0.2316E-01  0.1731E-02 -0.2703E-02  0.0000E+00      -1  -0.901E-03   20.00  0.3250E+01  0.0000E+00
  35   -34.0000     -41.636 0.1901   0.2436E-01  0.1774E-02 -0.2427E-02  0.0000E+00      -1  -0.809E-03   20.00  0.3142E+01  0.0000E+00
  36   -35.0000     -40.728 0.1917   0.2558E-01  0.1818E-02 -0.2184E-02  0.0000E+00      -1  -0.728E-03   20.00  0.2993E+01  0.0000E+00
  37   -36.0000     -39.807 0.1932   0.2682E-01  0.1862E-02 -0.1969E-02  0.0000E+00      -1  -0.656E-03   20.00  0.2809E+01  0.0000E+00
  38   -37.0000     -38.875 0.1948   0.2808E-01  0.1907E-02 -0.1778E-02  0.0000E+00      -1  -0.593E-03   20.00  0.2598E+01  0.0000E+00
  39   -38.0000     -37.934 0.1964   0.2934E-01  0.1953E-02 -0.1609E-02  0.0000E+00      -1  -0.536E-03   20.00  0.2369E+01  0.0000E+00
  40   -39.0000     -36.984 0.1984   0.3163E-01  0.2013E-02 -0.1436E-02  0.0000E+00      -1  -0.479E-03   20.00  0.2128E+01  0.0000E+00
  41   -40.0000     -36.025 0.2005   0.3438E-01  0.2081E-02 -0.1259E-02  0.0000E+00      -1  -0.420E-03   20.00  0.1883E+01  0.0000E+00
  42   -41.0000     -35.058 0.2027   0.3715E-01  0.2148E-02 -0.1096E-02  0.0000E+00      -1  -0.365E-03   20.00  0.1642E+01  0.0000E+00
  43   -42.0000     -34.084 0.2049   0.3994E-01  0.2217E-02 -0.9466E-03  0.0000E+00      -1  -0.316E-03   20.00  0.1411E+01  0.0000E+00
  44   -43.0000     -33.106 0.2070   0.4275E-01  0.2285E-02 -0.8067E-03  0.0000E+00      -1  -0.269E-03   20.00  0.1196E+01  0.0000E+00
  45   -44.0000     -32.122 0.2092   0.4557E-01  0.2354E-02 -0.6743E-03  0.0000E+00      -1  -0.225E-03   20.00  0.1003E+01  0.0000E+00
  46   -45.0000     -31.135 0.2114   0.4840E-01  0.2424E-02 -0.5478E-03  0.0000E+00      -1  -0.183E-03   20.00  0.8349E+00  0.0000E+00
  47   -46.0000     -30.145 0.2136   0.5124E-01  0.2493E-02 -0.4257E-03  0.0000E+00      -1  -0.142E-03   20.00  0.6957E+00  0.0000E+00
  48   -47.0000     -29.152 0.2162   0.5610E-01  0.2579E-02 -0.2919E-03  0.0000E+00      -1  -0.973E-04   20.00  0.5885E+00  0.0000E+00
  49   -48.0000     -28.155 0.2190   0.6190E-01  0.2672E-02 -0.1454E-03  0.0000E+00      -1  -0.485E-04   20.00  0.5227E+00  0.0000E+00
  50   -49.0000     -27.157 0.2218   0.6771E-01  0.2765E-02 -0.7256E-04  0.0000E+00      -1  -0.242E-04   20.00  0.5227E+00  0.0000E+00
end


 Time:       14.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -84.997 0.1432   0.3690E-02  0.6906E-03  0.2416E-01  0.1633E-02      -1   0.805E-02   20.00  0.1754E+02  0.0000E+00
   2    -1.0000     -78.440 0.1476   0.4428E-02  0.7654E-03  0.2089E-01  0.1547E-02      -1   0.696E-02   20.00  0.1578E+02  0.0000E+00
   3    -2.0000     -73.492 0.1514   0.5311E-02  0.8385E-03  0.1758E-01  0.1461E-02      -1   0.586E-02   20.00  0.1402E+02  0.0000E+00
   4    -3.0000     -69.747 0.1549   0.6303E-02  0.9106E-03  0.1454E-01  0.1375E-02      -1   0.485E-02   20.00  0.1223E+02  0.0000E+00
   5    -4.0000     -66.787 0.1577   0.7094E-02  0.9681E-03  0.1189E-01  0.1289E-02      -1   0.396E-02   20.00  0.1047E+02  0.0000E+00
   6    -5.0000     -64.352 0.1600   0.7745E-02  0.1015E-02  0.9534E-02  0.1203E-02      -1   0.318E-02   20.00  0.8809E+01  0.0000E+00
   7    -6.0000     -62.301 0.1619   0.8291E-02  0.1055E-02  0.7318E-02  0.1117E-02      -1   0.244E-02   20.00  0.7315E+01  0.0000E+00
   8    -7.0000     -60.572 0.1635   0.8749E-02  0.1088E-02  0.5032E-02  0.1032E-02      -1   0.168E-02   20.00  0.6046E+01  0.0000E+00
   9    -8.0000     -59.148 0.1651   0.9401E-02  0.1126E-02  0.2769E-02  0.9456E-03      -1   0.923E-03   20.00  0.4961E+01  0.0000E+00
  10    -9.0000     -57.975 0.1666   0.1011E-01  0.1162E-02  0.7572E-03  0.8596E-03      -1   0.252E-03   20.00  0.4017E+01  0.0000E+00
  11   -10.0000     -56.991 0.1679   0.1071E-01  0.1193E-02 -0.9536E-03  0.7737E-03      -1  -0.318E-03   20.00  0.3214E+01  0.0000E+00
  12   -11.0000     -56.150 0.1690   0.1122E-01  0.1220E-02 -0.2400E-02  0.6877E-03      -1  -0.800E-03   20.00  0.2519E+01  0.0000E+00
  13   -12.0000     -55.417 0.1699   0.1167E-01  0.1243E-02 -0.3609E-02  0.6017E-03      -1  -0.120E-02   20.00  0.1924E+01  0.0000E+00
  14   -13.0000     -54.767 0.1708   0.1207E-01  0.1263E-02 -0.4599E-02  0.5158E-03      -1  -0.153E-02   20.00  0.1430E+01  0.0000E+00
  15   -14.0000     -54.179 0.1715   0.1243E-01  0.1282E-02 -0.5392E-02  0.4298E-03      -1  -0.180E-02   20.00  0.1049E+01  0.0000E+00
  16   -15.0000     -53.635 0.1722   0.1277E-01  0.1299E-02 -0.6005E-02  0.3438E-03      -1  -0.200E-02   20.00  0.7883E+00  0.0000E+00
  17   -16.0000     -53.120 0.1729   0.1308E-01  0.1315E-02 -0.6460E-02  0.2579E-03      -1  -0.215E-02   20.00  0.6503E+00  0.0000E+00
  18   -17.0000     -52.622 0.1735   0.1339E-01  0.1331E-02 -0.6782E-02  0.1719E-03      -1  -0.226E-02   20.00  0.6332E+00  0.0000E+00
  19   -18.0000     -52.133 0.1742   0.1369E-01  0.1347E-02 -0.6994E-02  0.8596E-04      -1  -0.233E-02   20.00  0.7274E+00  0.0000E+00
  20   -19.0000     -51.644 0.1748   0.1398E-01  0.1362E-02 -0.7123E-02  0.0000E+00      -1  -0.237E-02   20.00  0.9093E+00  0.0000E+00
  21   -20.0000     -51.152 0.1754   0.1428E-01  0.1377E-02 -0.7154E-02  0.0000E+00      -1  -0.238E-02   20.00  0.1142E+01  0.0000E+00
  22   -21.0000     -50.646 0.1761   0.1459E-01  0.1393E-02 -0.7069E-02  0.0000E+00      -1  -0.236E-02   20.00  0.1403E+01  0.0000E+00
  23   -22.0000     -50.121 0.1767   0.1491E-01  0.1409E-02 -0.6895E-02  0.0000E+00      -1  -0.230E-02   20.00  0.1674E+01  0.0000E+00
  24   -23.0000     -49.571 0.1774   0.1524E-01  0.1427E-02 -0.6655E-02  0.0000E+00      -1  -0.222E-02   20.00  0.1944E+01  0.0000E+00
  25   -24.0000     -48.995 0.1782   0.1558E-01  0.1444E-02 -0.6370E-02  0.0000E+00      -1  -0.212E-02   20.00  0.2205E+01  0.0000E+00
  26   -25.0000     -48.389 0.1789   0.1595E-01  0.1463E-02 -0.6059E-02  0.0000E+00      -1  -0.202E-02   20.00  0.2452E+01  0.0000E+00
  27   -26.0000     -47.755 0.1797   0.1633E-01  0.1483E-02 -0.5735E-02  0.0000E+00      -1  -0.191E-02   20.00  0.2681E+01  0.0000E+00
  28   -27.0000     -47.088 0.1808   0.1705E-01  0.1511E-02 -0.5357E-02  0.0000E+00      -1  -0.179E-02   20.00  0.2882E+01  0.0000E+00
  29   -28.0000     -46.382 0.1820   0.1800E-01  0.1545E-02 -0.4929E-02  0.0000E+00      -1  -0.164E-02   20.00  0.3052E+01  0.0000E+00
  30   -29.0000     -45.637 0.1833   0.1899E-01  0.1581E-02 -0.4515E-02  0.0000E+00      -1  -0.150E-02   20.00  0.3185E+01  0.0000E+00
  31   -30.0000     -44.858 0.1846   0.2004E-01  0.1618E-02 -0.4121E-02  0.0000E+00      -1  -0.137E-02   20.00  0.3274E+01  0.0000E+00
  32   -31.0000     -44.049 0.1860   0.2112E-01  0.1657E-02 -0.3753E-02  0.0000E+00      -1  -0.125E-02   20.00  0.3314E+01  0.0000E+00
  33   -32.0000     -43.214 0.1874   0.2225E-01  0.1698E-02 -0.3413E-02  0.0000E+00      -1  -0.114E-02   20.00  0.3304E+01  0.0000E+00
  34   -33.0000     -42.356 0.1889   0.2340E-01  0.1739E-02 -0.3101E-02  0.0000E+00      -1  -0.103E-02   20.00  0.3245E+01  0.0000E+00
  35   -34.0000     -41.479 0.1904   0.2458E-01  0.1782E-02 -0.2817E-02  0.0000E+00      -1  -0.939E-03   20.00  0.3139E+01  0.0000E+00
  36   -35.0000     -40.586 0.1919   0.2578E-01  0.1825E-02 -0.2559E-02  0.0000E+00      -1  -0.853E-03   20.00  0.2992E+01  0.0000E+00
  37   -36.0000     -39.678 0.1935   0.2700E-01  0.1869E-02 -0.2324E-02  0.0000E+00      -1  -0.775E-03   20.00  0.2810E+01  0.0000E+00
  38   -37.0000     -38.758 0.1950   0.2824E-01  0.1913E-02 -0.2112E-02  0.0000E+00      -1  -0.704E-03   20.00  0.2600E+01  0.0000E+00
  39   -38.0000     -37.828 0.1966   0.2949E-01  0.1958E-02 -0.1920E-02  0.0000E+00      -1  -0.640E-03   20.00  0.2372E+01  0.0000E+00
  40   -39.0000     -36.887 0.1986   0.3191E-01  0.2020E-02 -0.1720E-02  0.0000E+00      -1  -0.573E-03   20.00  0.2131E+01  0.0000E+00
  41   -40.0000     -35.936 0.2007   0.3464E-01  0.2087E-02 -0.1513E-02  0.0000E+00      -1  -0.504E-03   20.00  0.1887E+01  0.0000E+00
  42   -41.0000     -34.975 0.2029   0.3739E-01  0.2154E-02 -0.1321E-02  0.0000E+00      -1  -0.440E-03   20.00  0.1646E+01  0.0000E+00
  43   -42.0000     -34.007 0.2050   0.4017E-01  0.2222E-02 -0.1142E-02  0.0000E+00      -1  -0.381E-03   20.00  0.1415E+01  0.0000E+00
  44   -43.0000     -33.032 0.2072   0.4296E-01  0.2291E-02 -0.9742E-03  0.0000E+00      -1  -0.325E-03   20.00  0.1200E+01  0.0000E+00
  45   -44.0000     -32.052 0.2094   0.4577E-01  0.2359E-02 -0.8148E-03  0.0000E+00      -1  -0.272E-03   20.00  0.1006E+01  0.0000E+00
  46   -45.0000     -31.068 0.2116   0.4859E-01  0.2428E-02 -0.6622E-03  0.0000E+00      -1  -0.221E-03   20.00  0.8375E+00  0.0000E+00
  47   -46.0000     -30.080 0.2138   0.5143E-01  0.2498E-02 -0.5148E-03  0.0000E+00      -1  -0.172E-03   20.00  0.6979E+00  0.0000E+00
  48   -47.0000     -29.088 0.2164   0.5647E-01  0.2585E-02 -0.3531E-03  0.0000E+00      -1  -0.118E-03   20.00  0.5904E+00  0.0000E+00
  49   -48.0000     -28.092 0.2192   0.6227E-01  0.2678E-02 -0.1759E-03  0.0000E+00      -1  -0.586E-04   20.00  0.5245E+00  0.0000E+00
  50   -49.0000     -27.094 0.2220   0.6808E-01  0.2771E-02 -0.8776E-04  0.0000E+00      -1  -0.293E-04   20.00  0.5245E+00  0.0000E+00
end


 Time:       15.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -92.574 0.1381   0.2830E-02  0.6035E-03  0.2417E-01  0.1633E-02      -1   0.806E-02   20.00  0.1721E+02  0.0000E+00
   2    -1.0000     -84.721 0.1433   0.3716E-02  0.6933E-03  0.2109E-01  0.1547E-02      -1   0.703E-02   20.00  0.1546E+02  0.0000E+00
   3    -2.0000     -78.845 0.1473   0.4382E-02  0.7607E-03  0.1840E-01  0.1461E-02      -1   0.613E-02   20.00  0.1373E+02  0.0000E+00
   4    -3.0000     -74.251 0.1507   0.5112E-02  0.8240E-03  0.1565E-01  0.1375E-02      -1   0.522E-02   20.00  0.1202E+02  0.0000E+00
   5    -4.0000     -70.699 0.1540   0.6051E-02  0.8923E-03  0.1306E-01  0.1289E-02      -1   0.435E-02   20.00  0.1031E+02  0.0000E+00
   6    -5.0000     -67.852 0.1567   0.6808E-02  0.9473E-03  0.1083E-01  0.1203E-02      -1   0.361E-02   20.00  0.8684E+01  0.0000E+00
   7    -6.0000     -65.479 0.1589   0.7442E-02  0.9934E-03  0.8851E-02  0.1117E-02      -1   0.295E-02   20.00  0.7204E+01  0.0000E+00
   8    -7.0000     -63.452 0.1608   0.7984E-02  0.1033E-02  0.7085E-02  0.1032E-02      -1   0.236E-02   20.00  0.5915E+01  0.0000E+00
   9    -8.0000     -61.692 0.1625   0.8453E-02  0.1067E-02  0.5401E-02  0.9456E-03      -1   0.180E-02   20.00  0.4819E+01  0.0000E+00
  10    -9.0000     -60.166 0.1639   0.8857E-02  0.1096E-02  0.3615E-02  0.8596E-03      -1   0.121E-02   20.00  0.3860E+01  0.0000E+00
  11   -10.0000     -58.875 0.1655   0.9569E-02  0.1134E-02  0.1865E-02  0.7737E-03      -1   0.622E-03   20.00  0.3033E+01  0.0000E+00
  12   -11.0000     -57.769 0.1669   0.1024E-01  0.1169E-02  0.3541E-03  0.6877E-03      -1   0.118E-03   20.00  0.2336E+01  0.0000E+00
  13   -12.0000     -56.801 0.1682   0.1083E-01  0.1199E-02 -0.9264E-03  0.6017E-03      -1  -0.309E-03   20.00  0.1765E+01  0.0000E+00
  14   -13.0000     -55.938 0.1693   0.1135E-01  0.1226E-02 -0.2009E-02  0.5158E-03      -1  -0.670E-03   20.00  0.1316E+01  0.0000E+00
  15   -14.0000     -55.154 0.1703   0.1183E-01  0.1251E-02 -0.2917E-02  0.4298E-03      -1  -0.972E-03   20.00  0.9790E+00  0.0000E+00
  16   -15.0000     -54.430 0.1712   0.1227E-01  0.1274E-02 -0.3672E-02  0.3438E-03      -1  -0.122E-02   20.00  0.7536E+00  0.0000E+00
  17   -16.0000     -53.752 0.1721   0.1269E-01  0.1295E-02 -0.4295E-02  0.2579E-03      -1  -0.143E-02   20.00  0.6409E+00  0.0000E+00
  18   -17.0000     -53.107 0.1729   0.1308E-01  0.1315E-02 -0.4805E-02  0.1719E-03      -1  -0.160E-02   20.00  0.6391E+00  0.0000E+00
  19   -18.0000     -52.486 0.1737   0.1346E-01  0.1335E-02 -0.5222E-02  0.8596E-04      -1  -0.174E-02   20.00  0.7397E+00  0.0000E+00
  20   -19.0000     -51.883 0.1745   0.1383E-01  0.1354E-02 -0.5567E-02  0.0000E+00      -1  -0.186E-02   20.00  0.9200E+00  0.0000E+00
  21   -20.0000     -51.291 0.1752   0.1419E-01  0.1372E-02 -0.5816E-02  0.0000E+00      -1  -0.194E-02   20.00  0.1146E+01  0.0000E+00
  22   -21.0000     -50.703 0.1760   0.1455E-01  0.1391E-02 -0.5947E-02  0.0000E+00      -1  -0.198E-02   20.00  0.1398E+01  0.0000E+00
  23   -22.0000     -50.109 0.1767   0.1491E-01  0.1409E-02 -0.5980E-02  0.0000E+00      -1  -0.199E-02   20.00  0.1664E+01  0.0000E+00
  24   -23.0000     -49.505 0.1775   0.1527E-01  0.1428E-02 -0.5933E-02  0.0000E+00      -1  -0.198E-02   20.00  0.1930E+01  0.0000E+00
  25   -24.0000     -48.886 0.1783   0.1564E-01  0.1448E-02 -0.5823E-02  0.0000E+00      -1  -0.194E-02   20.00  0.2189E+01  0.0000E+00
  26   -25.0000     -48.250 0.1791   0.1603E-01  0.1467E-02 -0.5664E-02  0.0000E+00      -1  -0.189E-02   20.00  0.2436E+01  0.0000E+00
  27   -26.0000     -47.593 0.1799   0.1642E-01  0.1488E-02 -0.5471E-02  0.0000E+00      -1  -0.182E-02   20.00  0.2664E+01  0.0000E+00
  28   -27.0000     -46.912 0.1811   0.1729E-01  0.1520E-02 -0.5215E-02  0.0000E+00      -1  -0.174E-02   20.00  0.2865E+01  0.0000E+00
  29   -28.0000     -46.196 0.1823   0.1825E-01  0.1554E-02 -0.4904E-02  0.0000E+00      -1  -0.163E-02   20.00  0.3036E+01  0.0000E+00
  30   -29.0000     -45.450 0.1836   0.1925E-01  0.1590E-02 -0.4582E-02  0.0000E+00      -1  -0.153E-02   20.00  0.3169E+01  0.0000E+00
  31   -30.0000     -44.673 0.1849   0.2029E-01  0.1627E-02 -0.4261E-02  0.0000E+00      -1  -0.142E-02   20.00  0.3260E+01  0.0000E+00
  32   -31.0000     -43.870 0.1863   0.2137E-01  0.1666E-02 -0.3947E-02  0.0000E+00      -1  -0.132E-02   20.00  0.3303E+01  0.0000E+00
  33   -32.0000     -43.043 0.1877   0.2248E-01  0.1706E-02 -0.3646E-02  0.0000E+00      -1  -0.122E-02   20.00  0.3296E+01  0.0000E+00
  34   -33.0000     -42.195 0.1891   0.2362E-01  0.1747E-02 -0.3359E-02  0.0000E+00      -1  -0.112E-02   20.00  0.3239E+01  0.0000E+00
  35   -34.0000     -41.328 0.1906   0.2478E-01  0.1789E-02 -0.3089E-02  0.0000E+00      -1  -0.103E-02   20.00  0.3136E+01  0.0000E+00
  36   -35.0000     -40.445 0.1921   0.2597E-01  0.1832E-02 -0.2837E-02  0.0000E+00      -1  -0.946E-03   20.00  0.2991E+01  0.0000E+00
  37   -36.0000     -39.547 0.1937   0.2718E-01  0.1875E-02 -0.2603E-02  0.0000E+00      -1  -0.868E-03   20.00  0.2810E+01  0.0000E+00
  38   -37.0000     -38.636 0.1952   0.2840E-01  0.1919E-02 -0.2385E-02  0.0000E+00      -1  -0.795E-03   20.00  0.2602E+01  0.0000E+00
  39   -38.0000     -37.715 0.1968   0.2964E-01  0.1964E-02 -0.2183E-02  0.0000E+00      -1  -0.728E-03   20.00  0.2375E+01  0.0000E+00
  40   -39.0000     -36.782 0.1989   0.3221E-01  0.2028E-02 -0.1968E-02  0.0000E+00      -1  -0.656E-03   20.00  0.2135E+01  0.0000E+00
  41   -40.0000     -35.837 0.2010   0.3492E-01  0.2094E-02 -0.1741E-02  0.0000E+00      -1  -0.580E-03   20.00  0.1892E+01  0.0000E+00
  42   -41.0000     -34.882 0.2031   0.3766E-01  0.2161E-02 -0.1528E-02  0.0000E+00      -1  -0.509E-03   20.00  0.1650E+01  0.0000E+00
  43   -42.0000     -33.919 0.2052   0.4042E-01  0.2228E-02 -0.1326E-02  0.0000E+00      -1  -0.442E-03   20.00  0.1419E+01  0.0000E+00
  44   -43.0000     -32.948 0.2074   0.4320E-01  0.2296E-02 -0.1135E-02  0.0000E+00      -1  -0.378E-03   20.00  0.1204E+01  0.0000E+00
  45   -44.0000     -31.972 0.2096   0.4600E-01  0.2365E-02 -0.9515E-03  0.0000E+00      -1  -0.317E-03   20.00  0.1009E+01  0.0000E+00
  46   -45.0000     -30.990 0.2117   0.4882E-01  0.2434E-02 -0.7748E-03  0.0000E+00      -1  -0.258E-03   20.00  0.8405E+00  0.0000E+00
  47   -46.0000     -30.003 0.2139   0.5165E-01  0.2503E-02 -0.6032E-03  0.0000E+00      -1  -0.201E-03   20.00  0.7004E+00  0.0000E+00
  48   -47.0000     -29.013 0.2166   0.5691E-01  0.2592E-02 -0.4141E-03  0.0000E+00      -1  -0.138E-03   20.00  0.5926E+00  0.0000E+00
  49   -48.0000     -28.018 0.2194   0.6270E-01  0.2685E-02 -0.2063E-03  0.0000E+00      -1  -0.688E-04   20.00  0.5265E+00  0.0000E+00
  50   -49.0000     -27.020 0.2222   0.6851E-01  0.2778E-02 -0.1030E-03  0.0000E+00      -1  -0.343E-04   20.00  0.5265E+00  0.0000E+00
end


 Time:       16.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
