Pcp_File_Version=4
0
1001 1 1 1          x    h  Mat  Lay      Beta  Axz  Bxz  Dxz  Temp  Conc SConc
707   -70.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
708   -70.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
709   -70.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
710   -70.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
711   -71.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
712   -71.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
713   -71.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
714   -71.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
715   -71.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
716   -71.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
717   -71.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
718   -71.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
719   -71.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
720   -71.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
721   -72.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
722   -72.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
723   -72.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
724   -72.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
725   -72.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
726   -72.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
727   -72.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
728   -72.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
729   -72.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
730   -72.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
731   -73.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
732   -73.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
733   -73.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
734   -73.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
735   -73.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
736   -73.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
737   -73.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
738   -73.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
739   -73.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
740   -73.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
741   -74.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
742   -74.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
743   -74.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
744   -74.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
745   -74.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
746   -74.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
747   -74.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
748   -74.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
749   -74.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
750   -74.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
751   -75.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
752   -75.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
753   -75.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
754   -75.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
755   -75.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
756   -75.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
757   -75.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
758   -75.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
759   -75.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
760   -75.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
761   -76.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
762   -76.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
763   -76.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
764   -76.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
765   -76.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
766   -76.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
767   -76.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
768   -76.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
769   -76.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
770   -76.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
771   -77.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
772   -77.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
773   -77.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
774   -77.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
775   -77.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
776   -77.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
777   -77.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
778   -77.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
779   -77.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
780   -77.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
781   -78.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
782   -78.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
783   -78.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
784   -78.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
785   -78.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
786   -78.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
787   -78.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
788   -78.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
789   -78.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
790   -78.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
791   -79.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
792   -79.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
793   -79.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
794   -79.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
795   -79.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
796   -79.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
797   -79.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
798   -79.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
799   -79.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
800   -79.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
801   -80.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
802   -80.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
803   -80.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
804   -80.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
805   -80.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
806   -80.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
807   -80.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
808   -80.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
809   -80.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
810   -80.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
811   -81.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
812   -81.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
813   -81.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
814   -81.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
815   -81.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
816   -81.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
817   -81.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
818   -81.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
819   -81.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
820   -81.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
821   -82.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
822   -82.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
823   -82.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
824   -82.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
825   -82.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
826   -82.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
827   -82.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
828   -82.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
829   -82.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
830   -82.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
831   -83.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
832   -83.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
833   -83.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
834   -83.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
835   -83.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
836   -83.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
837   -83.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
838   -83.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
839   -83.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
840   -83.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
841   -84.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
842   -84.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
843   -84.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
844   -84.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
845   -84.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
846   -84.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
847   -84.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
848   -84.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
849   -84.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
850   -84.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
851   -85.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
852   -85.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
853   -85.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
854   -85.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
855   -85.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
856   -85.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
857   -85.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
858   -85.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
859   -85.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
860   -85.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
861   -86.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
862   -86.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
863   -86.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
864   -86.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
865   -86.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
866   -86.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
867   -86.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
868   -86.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
869   -86.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
870   -86.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
871   -87.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
872   -87.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
873   -87.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
874   -87.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
875   -87.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
876   -87.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
877   -87.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
878   -87.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
879   -87.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
880   -87.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
881   -88.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
882   -88.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
883   -88.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
884   -88.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
885   -88.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
886   -88.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
887   -88.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
888   -88.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
889   -88.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
890   -88.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
891   -89.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
892   -89.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
893   -89.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
894   -89.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
895   -89.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
896   -89.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
897   -89.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
898   -89.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
899   -89.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
900   -89.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
901   -90.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
902   -90.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
903   -90.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
904   -90.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
905   -90.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
906   -90.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
907   -90.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
908   -90.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
909   -90.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
910   -90.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
911   -91.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
912   -91.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
913   -91.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
914   -91.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
915   -91.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
916   -91.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
917   -91.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
918   -91.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
919   -91.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
920   -91.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
921   -92.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
922   -92.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
923   -92.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
924   -92.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
925   -92.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
926   -92.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
927   -92.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
928   -92.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
929   -92.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
930   -92.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
931   -93.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
932   -93.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
933   -93.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
934   -93.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
935   -93.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
936   -93.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
937   -93.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
938   -93.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
939   -93.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
940   -93.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
941   -94.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
942   -94.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
943   -94.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
944   -94.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
945   -94.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
946   -94.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
947   -94.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
948   -94.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
949   -94.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
950   -94.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
951   -95.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
952   -95.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
953   -95.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
954   -95.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
955   -95.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
956   -95.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
957   -95.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
958   -95.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
959   -95.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
960   -95.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
961   -96.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
962   -96.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
963   -96.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
964   -96.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
965   -96.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
966   -96.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
967   -96.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
968   -96.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
969   -96.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
970   -96.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
971   -97.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
972   -97.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
973   -97.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
974   -97.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
975   -97.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
976   -97.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
977   -97.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
978   -97.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
979   -97.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
980   -97.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
981   -98.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
982   -98.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
983   -98.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
984   -98.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
985   -98.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
986   -98.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
987   -98.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
988   -98.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
989   -98.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
990   -98.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
991   -99.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
992   -99.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
993   -99.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
994   -99.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
995   -99.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
996   -99.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
997   -99.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
998   -99.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
999   -99.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
1000  -99.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
1001 -100.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
1
   1
