Pcp_File_Version=4
0
1001 1 1 1          x    h  Mat  Lay      Beta  Axz  Bxz  Dxz  Temp  Conc SConc
350   -34.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
351   -35.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
352   -35.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
353   -35.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
354   -35.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
355   -35.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
356   -35.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
357   -35.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
358   -35.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
359   -35.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
360   -35.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
361   -36.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
362   -36.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
363   -36.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
364   -36.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
365   -36.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
366   -36.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
367   -36.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
368   -36.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
369   -36.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
370   -36.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
371   -37.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
372   -37.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
373   -37.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
374   -37.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
375   -37.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
376   -37.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
377   -37.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
378   -37.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
379   -37.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
380   -37.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
381   -38.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
382   -38.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
383   -38.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
384   -38.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
385   -38.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
386   -38.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
387   -38.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
388   -38.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
389   -38.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
390   -38.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
391   -39.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
392   -39.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
393   -39.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
394   -39.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
395   -39.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
396   -39.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
397   -39.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
398   -39.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
399   -39.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
400   -39.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
401   -40.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
402   -40.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
403   -40.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
404   -40.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
405   -40.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
406   -40.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
407   -40.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
408   -40.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
409   -40.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
410   -40.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
411   -41.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
412   -41.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
413   -41.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
414   -41.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
415   -41.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
416   -41.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
417   -41.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
418   -41.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
419   -41.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
420   -41.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
421   -42.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
422   -42.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
423   -42.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
424   -42.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
425   -42.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
426   -42.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
427   -42.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
428   -42.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
429   -42.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
430   -42.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
431   -43.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
432   -43.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
433   -43.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
434   -43.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
435   -43.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
436   -43.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
437   -43.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
438   -43.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
439   -43.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
440   -43.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
441   -44.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
442   -44.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
443   -44.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
444   -44.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
445   -44.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
446   -44.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
447   -44.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
448   -44.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
449   -44.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
450   -44.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
451   -45.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
452   -45.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
453   -45.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
454   -45.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
455   -45.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
456   -45.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
457   -45.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
458   -45.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
459   -45.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
460   -45.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
461   -46.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
462   -46.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
463   -46.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
464   -46.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
465   -46.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
466   -46.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
467   -46.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
468   -46.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
469   -46.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
470   -46.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
471   -47.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
472   -47.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
473   -47.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
474   -47.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
475   -47.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
476   -47.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
477   -47.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
478   -47.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
479   -47.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
480   -47.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
481   -48.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
482   -48.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
483   -48.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
484   -48.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
485   -48.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
486   -48.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
487   -48.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
488   -48.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
489   -48.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
490   -48.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
491   -49.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
492   -49.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
493   -49.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
494   -49.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
495   -49.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
496   -49.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
497   -49.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
498   -49.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
499   -49.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
500   -49.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
501   -50.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
502   -50.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
503   -50.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
504   -50.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
505   -50.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
506   -50.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
507   -50.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
508   -50.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
509   -50.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
510   -50.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
511   -51.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
512   -51.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
513   -51.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
514   -51.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
515   -51.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
516   -51.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
517   -51.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
518   -51.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
519   -51.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
520   -51.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
521   -52.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
522   -52.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
523   -52.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
524   -52.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
525   -52.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
526   -52.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
527   -52.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
528   -52.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
529   -52.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
530   -52.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
531   -53.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
532   -53.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
533   -53.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
534   -53.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
535   -53.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
536   -53.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
537   -53.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
538   -53.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
539   -53.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
540   -53.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
541   -54.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
542   -54.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
543   -54.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
544   -54.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
545   -54.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
546   -54.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
547   -54.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
548   -54.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
549   -54.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
550   -54.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
551   -55.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
552   -55.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
553   -55.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
554   -55.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
555   -55.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
556   -55.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
557   -55.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
558   -55.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
559   -55.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
560   -55.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
561   -56.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
562   -56.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
563   -56.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
564   -56.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
565   -56.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
566   -56.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
567   -56.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
568   -56.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
569   -56.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
570   -56.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
571   -57.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
572   -57.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
573   -57.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
574   -57.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
575   -57.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
576   -57.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
577   -57.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
578   -57.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
579   -57.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
580   -57.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
581   -58.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
582   -58.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
583   -58.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
584   -58.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
585   -58.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
586   -58.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
587   -58.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
588   -58.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
589   -58.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
590   -58.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
591   -59.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
592   -59.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
593   -59.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
594   -59.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
595   -59.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
596   -59.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
597   -59.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
598   -59.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
599   -59.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
600   -59.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
601   -60.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
602   -60.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
603   -60.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
604   -60.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
605   -60.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
606   -60.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
607   -60.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
608   -60.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
609   -60.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
610   -60.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
611   -61.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
612   -61.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
613   -61.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
614   -61.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
615   -61.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
616   -61.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
617   -61.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
618   -61.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
619   -61.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
620   -61.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
621   -62.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
622   -62.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
623   -62.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
624   -62.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
625   -62.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
626   -62.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
627   -62.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
628   -62.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
629   -62.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
630   -62.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
631   -63.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
632   -63.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
633   -63.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
634   -63.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
635   -63.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
636   -63.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
637   -63.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
638   -63.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
639   -63.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
640   -63.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
641   -64.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
642   -64.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
643   -64.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
644   -64.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
645   -64.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
646   -64.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
647   -64.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
648   -64.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
649   -64.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
650   -64.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
651   -65.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
652   -65.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
653   -65.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
654   -65.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
655   -65.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
656   -65.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
657   -65.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
658   -65.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
659   -65.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
660   -65.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
661   -66.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
662   -66.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
663   -66.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
664   -66.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
665   -66.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
666   -66.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
667   -66.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
668   -66.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
669   -66.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
670   -66.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
671   -67.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
672   -67.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
673   -67.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
674   -67.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
675   -67.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
676   -67.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
677   -67.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
678   -67.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
679   -67.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
680   -67.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
681   -68.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
682   -68.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
683   -68.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
684   -68.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
685   -68.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
686   -68.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
687   -68.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
688   -68.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
689   -68.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
690   -68.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
691   -69.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
692   -69.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
693   -69.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
694   -69.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
695   -69.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
696   -69.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
697   -69.6  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
698   -69.7  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
699   -69.8  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
700   -69.9  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
701   -70.0  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
702   -70.1  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
703   -70.2  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
704   -70.3  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
705   -70.4  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
706   -70.5  0.1    1    1  0.000000  1.0  1.0  1.0  20.0     0      
